fecha;hora;centenario;cordoba;la_boca;palermo
23/11/2014 00:00;16;20;s/d;s/d;s/d
23/11/2014 00:00;17;20;s/d;s/d;s/d
23/11/2014 00:00;23;17;s/d;s/d;s/d
23/11/2014 00:00;24;17;s/d;s/d;s/d
24/11/2014 00:00;5;16;s/d;s/d;s/d
24/11/2014 00:00;1;17;s/d;s/d;s/d
28/11/2014 00:00;24;18;s/d;s/d;s/d
29/11/2014 00:00;10;19;s/d;s/d;s/d
28/9/2010 00:00;6;s/d;s/d;s/d;s/d
11/10/2010 00:00;10;s/d;s/d;s/d;s/d
11/10/2010 00:00;13;s/d;s/d;s/d;s/d
16/1/2011 00:00;11;43;s/d;s/d;s/d
16/1/2011 00:00;12;44;s/d;s/d;s/d
16/1/2011 00:00;15;54;s/d;s/d;s/d
23/2/2011 00:00;6;s/d;28;31;s/d
23/2/2011 00:00;7;s/d;29;31;s/d
2/3/2011 00:00;6;s/d;38;44;s/d
6/3/2011 00:00;9;s/d;25;28;s/d
20/3/2011 00:00;15;s/d;19;26;s/d
20/3/2011 00:00;11;s/d;21;26;s/d
9/5/2011 00:00;6;29;30;31;s/d
25/9/2011 00:00;9;18;17;18;s/d
20/10/2011 00:00;10;36;28;31;s/d
23/11/2011 00:00;11;102;113;105;s/d
27/11/2011 00:00;8;124;147;140;s/d
27/11/2011 00:00;13;94;110;115;s/d
8/12/2011 00:00;17;18;16;15;s/d
9/12/2011 00:00;12;20;19;20;s/d
10/12/2011 00:00;14;26;22;32;s/d
10/12/2011 00:00;15;26;22;31;s/d
25/12/2011 00:00;15;17;34;11;s/d
25/12/2011 00:00;17;17;34;10;s/d
26/12/2011 00:00;9;14;13;13;s/d
26/12/2011 00:00;8;14;12;13;s/d
26/12/2011 00:00;7;14;12;12;s/d
14/1/2012 00:00;7;24;17;22;s/d
14/1/2012 00:00;8;24;17;22;s/d
14/1/2012 00:00;11;24;17;21;s/d
14/1/2012 00:00;15;23;18;19;s/d
15/1/2012 00:00;13;18;13;21;s/d
19/1/2012 00:00;8;26;23;13;s/d
27/1/2012 00:00;10;24;21;25;s/d
27/1/2012 00:00;9;26;20;25;s/d
27/1/2012 00:00;8;27;21;25;s/d
27/1/2012 00:00;7;28;22;25;s/d
18/2/2012 00:00;7;28;22;21;s/d
1/3/2012 00:00;7;18;14;16;s/d
3/3/2012 00:00;12;22;15;21;s/d
3/3/2012 00:00;13;21;15;20;s/d
3/3/2012 00:00;16;20;14;19;s/d
3/3/2012 00:00;7;25;18;22;s/d
3/3/2012 00:00;4;27;19;22;s/d
3/3/2012 00:00;3;28;19;22;s/d
4/3/2012 00:00;18;18;14;18;s/d
5/3/2012 00:00;7;18;15;18;s/d
9/3/2012 00:00;9;23;20;19;s/d
16/3/2012 00:00;17;32;20;22;s/d
